-8.397414718372651909e-03,1.995992736399515230e-02,-3.406867678549816564e-02,-9.450043964493727577e-02,1.574493727445961944e-01,6.705207209152331815e-01,9.384461984030108006e-01,8.678908987871211123e-01,8.084357791263893089e-01,8.889439087733896905e-01,9.595714892501227000e-01,9.413986314575982783e-01,9.925985569963849953e-01,1.077197037108914790e+00,7.659627077383148741e-01
1.584237424763068058e-01,-9.761966077243798556e-02,-6.850445999773693839e-02,-1.062640202903132186e-01,1.565970240184300366e-01,7.836539787731621187e-01,1.108911273591212110e+00,1.020938627419892608e+00,9.653554239715523844e-01,1.007574082995693177e+00,9.782611923625024186e-01,9.136698643487874971e-01,9.649062063237365816e-01,1.038557680448107368e+00,7.858037803249781073e-01
2.968641433135986163e-01,8.395684397770947216e-02,1.261376954625890723e-01,1.216512770682027789e-01,2.630279568954691505e-01,6.378027494468314629e-01,8.542845715498905701e-01,7.847481901778381452e-01,7.221934274089024663e-01,8.462983979659348677e-01,1.014849748522441031e+00,1.050545264786157507e+00,1.080766935073586454e+00,1.148279944639905237e+00,8.902428125905426093e-01
3.569677882566752447e-01,1.198849545681690554e-01,1.752708650108550648e-01,1.769422646343838390e-01,3.061665050033557378e-01,6.682626135075036000e-01,8.793222747621085578e-01,8.083589498458294553e-01,7.462165865847127932e-01,8.735022435771416793e-01,1.037183588935640000e+00,1.057614886466232473e+00,1.098027979756570405e+00,1.184650281260196225e+00,8.591630081113497130e-01
2.057326437244855200e-01,-7.296855738392435398e-02,-3.235233650341920453e-02,-6.354991397536582931e-02,1.886414518316096856e-01,8.033912857539949881e-01,1.123841260191693614e+00,1.031391673861573599e+00,9.721560950352355901e-01,1.027156155658283554e+00,1.012355906551227314e+00,9.407256149665708111e-01,1.000175544077252399e+00,1.094195538693180536e+00,7.750647374139866264e-01
1.620244172202511823e-01,-9.449048369924886726e-02,-6.471314956254697881e-02,-1.016488037433505298e-01,1.582188122267902952e-01,7.795622744812841232e-01,1.102793900531270133e+00,1.015160624666796352e+00,9.589320142339974318e-01,1.004296817005185583e+00,9.803663471899026760e-01,9.157952273007932131e-01,9.694852303027198248e-01,1.047928602960840561e+00,7.767264748802331642e-01
2.538524253355792792e-01,2.900560697968232460e-02,6.772036261632224940e-02,5.414614146374246983e-02,2.284961299852872885e-01,6.732211653389149619e-01,9.220389969511786354e-01,8.470628610609610698e-01,7.840575454400848798e-01,8.925511081771007049e-01,1.013719847911629834e+00,1.014441764601328178e+00,1.062363818700943208e+00,1.151756692044823893e+00,8.194279475402437285e-01
1.595179581971136185e-01,-1.238109851709044418e-01,-8.932536507469970855e-02,-1.245316988693165039e-01,1.377453861012813974e-01,7.714896297864540786e-01,1.102048302533020108e+00,1.014866659932168291e+00,9.591804244211461494e-01,9.983775010017170715e-01,9.597322668010476177e-01,8.852371403533969563e-01,9.454192071567457667e-01,1.031004212366774198e+00,7.319672051441726834e-01
1.601190578370778050e-01,-8.616597665439922060e-02,-5.689973212801659880e-02,-8.291020464242818133e-02,1.360500743190320716e-01,6.704252150575308322e-01,9.583130516172289060e-01,8.806666608318055589e-01,8.219562514924880769e-01,8.949055086693231686e-01,9.481795654932831940e-01,9.318251256582975595e-01,9.743845550597527438e-01,1.040330097345054661e+00,7.970505314244811235e-01
3.106766515056176847e-01,9.040109874312872440e-02,1.385787068882004536e-01,1.447609922590295806e-01,2.477064154944855767e-01,5.484790831712125225e-01,7.344245181812093515e-01,6.698142873242320938e-01,6.037838390932213084e-01,7.574794654536386451e-01,9.921587087013352679e-01,1.055912871507506123e+00,1.085292004531805743e+00,1.160422740580977496e+00,8.636635682072522080e-01
2.532393168525331473e-01,-1.031706947485280801e-02,3.567390968689497510e-02,1.432038244262586954e-02,2.293203790086307536e-01,7.682875998790573702e-01,1.055976587248888654e+00,9.684402708194477238e-01,9.071192888374719487e-01,9.880918255384235627e-01,1.033712634493292093e+00,9.915692178421462444e-01,1.044968583361944203e+00,1.138208265273538355e+00,8.143604470603676981e-01
1.825536751147420755e-01,-8.233972721530893879e-02,-4.826356335612878856e-02,-8.413587298735031306e-02,1.780316605339303249e-01,8.071729681888449859e-01,1.132933529872104161e+00,1.040741835342257060e+00,9.827736825332212822e-01,1.030594280997512602e+00,1.002575043438919344e+00,9.275374603084982628e-01,9.857714956319738597e-01,1.075255766794389611e+00,7.730337072230177853e-01
1.921161578101013012e-01,-5.351624255814793618e-02,-2.006876023153751978e-02,-4.807057369579238043e-02,1.774329080434760009e-01,7.294851172664089667e-01,1.024732182433901739e+00,9.438678461483391846e-01,8.857631781759230938e-01,9.555161099588100893e-01,9.925643403420296718e-01,9.616202673619111962e-01,1.008977628510256075e+00,1.082990597935815202e+00,8.134562706309984570e-01
2.826435018302849711e-01,4.922743209411888782e-02,9.355348170490869475e-02,8.737699771225219958e-02,2.415420930388767484e-01,6.482606710109817261e-01,8.810167041537104726e-01,8.083625263905425129e-01,7.441758621297408505e-01,8.641664993710782561e-01,1.013242530354458104e+00,1.028025707332918426e+00,1.072901780285720141e+00,1.161310081513344805e+00,8.291271153340721289e-01
1.671723458865119472e-01,-1.144379432378511835e-01,-7.969819227094300518e-02,-1.174261955236821087e-01,1.557857317076474790e-01,8.109579707645581115e-01,1.148899774316395117e+00,1.056010995936359276e+00,9.991258294677025642e-01,1.035981623865250612e+00,9.820437949937717015e-01,8.918752155044490371e-01,9.565359626875774568e-01,1.052120449962858917e+00,7.289242575384113909e-01
1.129075969573762467e-01,-1.490898171748956114e-01,-1.260361398746256134e-01,-1.643875966459290572e-01,9.980248726104488932e-02,7.255452362501767505e-01,1.051876814961958173e+00,9.700202625454106276e-01,9.161047320167798880e-01,9.489167213385490962e-01,9.061103180802817514e-01,8.346601175752278445e-01,8.948946613606569844e-01,9.767300744075200214e-01,6.867054781772214955e-01
