-4.457100000000000506e-01,-4.685699999999999865e-01,-4.514299999999999979e-01,-3.942900000000000293e-01,-3.885699999999999710e-01
-4.000000000000000222e-01,-3.314300000000000024e-01,-2.800000000000000266e-01,-2.800000000000000266e-01,-3.142900000000000138e-01
-3.828599999999999781e-01,-4.342899999999999539e-01,-4.799999999999999822e-01,-4.228600000000000136e-01,-3.771400000000000308e-01
-3.657099999999999795e-01,-3.257099999999999995e-01,-2.571400000000000352e-01,-1.114300000000000013e-01,5.999999999999999778e-02
1.057099999999999845e-01,1.400000000000000133e-01,1.400000000000000133e-01,2.371400000000000174e-01,4.314300000000000357e-01
4.971399999999999708e-01,5.200000000000000178e-01,3.942900000000000293e-01,2.771399999999999975e-01,1.857099999999999862e-01
1.514300000000000090e-01,1.742900000000000005e-01,1.371400000000000119e-01,8.000000000000000167e-02,8.000000000000000167e-02
8.571399999999999852e-02,1.085699999999999998e-01,1.199999999999999956e-01,1.199999999999999956e-01,7.714299999999998936e-02
2.000000000000000042e-02,3.142899999999999860e-02,5.428600000000000092e-02,1.114300000000000013e-01,1.342900000000000205e-01
1.228599999999999970e-01,2.314300000000000246e-01,3.800000000000000044e-01,4.485699999999999688e-01,4.885700000000000043e-01
4.428600000000000314e-01,4.199999999999999845e-01,4.199999999999999845e-01,4.371399999999999730e-01,4.600000000000000200e-01
3.114300000000000401e-01,2.085699999999999776e-01,2.428599999999999925e-01,2.085699999999999776e-01,1.057099999999999845e-01
1.657099999999999962e-01,2.800000000000000266e-01,2.342899999999999983e-01,1.971400000000000097e-01,1.857099999999999862e-01
1.857099999999999862e-01,1.971400000000000097e-01,1.057099999999999845e-01,-2.000000000000000042e-02,-2.000000000000000042e-02
-8.571399999999999852e-03,3.714300000000000240e-02,6.571399999999999464e-02,7.714299999999998936e-02,1.142900000000000027e-01
1.600000000000000033e-01,3.085699999999999554e-01,4.371399999999999730e-01,5.057099999999999929e-01,5.457100000000000284e-01
5.571399999999999686e-01,5.514299999999999757e-01,5.400000000000000355e-01,4.142899999999999361e-01,3.171400000000000330e-01
3.057099999999999818e-01,2.999999999999999889e-01,2.999999999999999889e-01,3.085699999999999554e-01,3.200000000000000067e-01
2.399999999999999911e-01,1.885700000000000154e-01,2.228600000000000025e-01,3.028600000000000181e-01,4.285700000000000065e-01
4.514299999999999979e-01,4.400000000000000022e-01,3.714300000000000379e-01,3.285699999999999732e-01,3.628600000000000159e-01
3.685700000000000087e-01,3.457100000000000173e-01,3.571400000000000130e-01,3.800000000000000044e-01,3.685700000000000087e-01
3.742900000000000116e-01,4.314300000000000357e-01,4.885700000000000043e-01,5.457100000000000284e-01,5.857100000000000639e-01
6.199999999999999956e-01,5.857100000000000639e-01,5.400000000000000355e-01,4.600000000000000200e-01,4.028599999999999959e-01
3.685700000000000087e-01,3.257099999999999995e-01,2.800000000000000266e-01,2.228600000000000025e-01,1.971400000000000097e-01
2.657100000000000017e-01,2.885699999999999932e-01,2.657100000000000017e-01,1.828599999999999948e-01,8.000000000000000167e-02
8.000000000000000167e-02,8.285700000000000010e-02,9.428599999999999481e-02,9.428599999999999481e-02,8.285700000000000010e-02
-1.428600000000000182e-02,-1.400000000000000133e-01,-8.285700000000000010e-02,-3.428600000000000397e-02,-1.142899999999999992e-02
-6.857100000000000695e-02,-2.057100000000000040e-01,-2.571400000000000352e-01,-2.800000000000000266e-01,-2.114300000000000068e-01
