6.183498177196826706e-01,5.753945604590109397e-01,5.635824203379751207e-01,5.704587021920499712e-01,5.806875346703636032e-01,6.920491665158786665e-01,6.940184190663507557e-01,6.942951218030655181e-01,6.987405353278223208e-01,7.146461463834080652e-01,7.389538774902207896e-01,7.594761352764268780e-01,7.671687815180644465e-01,7.614322838361422541e-01,7.464851561916807654e-01
6.920491665158786665e-01,6.940184190663507557e-01,6.942951218030655181e-01,6.987405353278223208e-01,7.146461463834080652e-01,7.389538774902207896e-01,7.594761352764268780e-01,7.671687815180644465e-01,7.614322838361422541e-01,7.464851561916807654e-01,7.287004291590303273e-01,7.147428813985418072e-01,7.095165514743227986e-01,7.172756977573249149e-01,7.392667463699706953e-01
7.389538774902207896e-01,7.594761352764268780e-01,7.671687815180644465e-01,7.614322838361422541e-01,7.464851561916807654e-01,7.287004291590303273e-01,7.147428813985418072e-01,7.095165514743227986e-01,7.172756977573249149e-01,7.392667463699706953e-01,7.659956625418175014e-01,7.814766478810687422e-01,7.827695240408895083e-01,7.876297685983812968e-01,8.140953568066835455e-01
7.287004291590303273e-01,7.147428813985418072e-01,7.095165514743227986e-01,7.172756977573249149e-01,7.392667463699706953e-01,7.659956625418175014e-01,7.814766478810687422e-01,7.827695240408895083e-01,7.876297685983812968e-01,8.140953568066835455e-01,8.572739260870284594e-01,8.948645726131051470e-01,9.092464545177644242e-01,8.949524797762652417e-01,8.566947624974630138e-01
7.659956625418175014e-01,7.814766478810687422e-01,7.827695240408895083e-01,7.876297685983812968e-01,8.140953568066835455e-01,8.572739260870284594e-01,8.948645726131051470e-01,9.092464545177644242e-01,8.949524797762652417e-01,8.566947624974630138e-01,8.127232504206534092e-01,7.865379708876234499e-01,7.828424898421251221e-01,7.818390614660525317e-01,7.646000522318486814e-01
8.572739260870284594e-01,8.948645726131051470e-01,9.092464545177644242e-01,8.949524797762652417e-01,8.566947624974630138e-01,8.127232504206534092e-01,7.865379708876234499e-01,7.828424898421251221e-01,7.818390614660525317e-01,7.646000522318486814e-01,7.354731757973005379e-01,7.130902405575162417e-01,7.069058414197443296e-01,7.118419563599609479e-01,7.203759310514441516e-01
8.127232504206534092e-01,7.865379708876234499e-01,7.828424898421251221e-01,7.818390614660525317e-01,7.646000522318486814e-01,7.354731757973005379e-01,7.130902405575162417e-01,7.069058414197443296e-01,7.118419563599609479e-01,7.203759310514441516e-01,7.296357259982636512e-01,7.384486778640334537e-01,7.432163947843729579e-01,7.379613236378278485e-01,7.203769228672504132e-01
7.354731757973005379e-01,7.130902405575162417e-01,7.069058414197443296e-01,7.118419563599609479e-01,7.203759310514441516e-01,7.296357259982636512e-01,7.384486778640334537e-01,7.432163947843729579e-01,7.379613236378278485e-01,7.203769228672504132e-01,6.981647991285969690e-01,6.837630246305567150e-01,6.811182229596123294e-01,6.831275067663847844e-01,6.817603552208371109e-01
7.296357259982636512e-01,7.384486778640334537e-01,7.432163947843729579e-01,7.379613236378278485e-01,7.203769228672504132e-01,6.981647991285969690e-01,6.837630246305567150e-01,6.811182229596123294e-01,6.831275067663847844e-01,6.817603552208371109e-01,6.747846614633592477e-01,6.643587156560364360e-01,6.577383307139187396e-01,6.694636569462326658e-01,7.093106252133585254e-01
6.981647991285969690e-01,6.837630246305567150e-01,6.811182229596123294e-01,6.831275067663847844e-01,6.817603552208371109e-01,6.747846614633592477e-01,6.643587156560364360e-01,6.577383307139187396e-01,6.694636569462326658e-01,7.093106252133585254e-01,7.634225927103828191e-01,8.022594453464364506e-01,8.124732524837365855e-01,8.080461944448793510e-01,8.087426361330798397e-01
6.747846614633592477e-01,6.643587156560364360e-01,6.577383307139187396e-01,6.694636569462326658e-01,7.093106252133585254e-01,7.634225927103828191e-01,8.022594453464364506e-01,8.124732524837365855e-01,8.080461944448793510e-01,8.087426361330798397e-01,8.200702642914561302e-01,8.349578370256937054e-01,8.428765116155702009e-01,8.338720809203314932e-01,8.050238180733151339e-01
7.634225927103828191e-01,8.022594453464364506e-01,8.124732524837365855e-01,8.080461944448793510e-01,8.087426361330798397e-01,8.200702642914561302e-01,8.349578370256937054e-01,8.428765116155702009e-01,8.338720809203314932e-01,8.050238180733151339e-01,7.689479462763324502e-01,7.457830817601942552e-01,7.415020808285729403e-01,7.429181215509933489e-01,7.361677633550030020e-01
8.200702642914561302e-01,8.349578370256937054e-01,8.428765116155702009e-01,8.338720809203314932e-01,8.050238180733151339e-01,7.689479462763324502e-01,7.457830817601942552e-01,7.415020808285729403e-01,7.429181215509933489e-01,7.361677633550030020e-01,7.215404300683657679e-01,7.082942357386863286e-01,7.033256341057719796e-01,7.095685164604466078e-01,7.276409869310125345e-01
